order_item_id,order_id,product_id,quantity,unit_price
194,59,53,2,118.37
195,59,18,1,1205.84
196,59,70,4,652.61
197,60,16,4,771.55
198,60,3,3,2001.8
199,60,70,3,652.61
200,61,79,5,1147.75
201,61,77,4,569.85
202,61,20,3,1351.86
203,61,94,1,787.27
204,62,61,4,331.41
205,62,43,2,198.29
206,62,49,3,93.89
207,63,63,5,927.73
208,63,86,3,320.34
209,64,93,5,59.6
210,64,88,3,945.76
211,64,1,3,2486.58
212,64,73,3,495.65
213,65,13,4,787.15
214,65,67,4,1158.43
215,65,48,5,53.88
216,66,77,5,569.85
217,66,39,5,25.85
218,66,99,5,605.89
219,66,2,2,2263.18
220,66,60,3,192.04
221,67,5,1,2485.15
222,68,100,2,406.78
223,68,61,1,331.41
224,68,40,3,104.88
225,68,95,4,888.59
226,68,97,4,472.78
227,69,62,3,1057.61
228,70,99,5,605.89
229,70,63,5,927.73
230,70,77,5,569.85
231,71,47,4,271.47
232,71,48,5,53.88
233,71,66,4,816.94
234,71,79,2,1147.75
235,72,92,4,722.69
236,72,33,5,109.57
237,72,98,2,644.19
238,72,24,4,91.53
239,72,62,2,1057.61
240,73,34,5,47.23
241,74,30,5,26.9
242,74,9,4,173.29
243,75,45,4,91.61
244,75,86,1,320.34
245,76,11,2,906.52
246,76,26,2,39.62
247,76,22,3,106.15
248,77,96,2,650.43
249,77,91,4,97.75
250,77,67,2,1158.43
251,78,52,2,273.5
252,79,71,3,1438.68
253,79,24,4,91.53
254,80,62,2,1057.61
255,80,73,1,495.65
256,80,47,5,271.47
257,80,48,5,53.88
258,81,96,3,650.43
259,81,53,1,118.37
260,81,68,5,1428.32
261,81,99,3,605.89
262,81,75,3,145.64
263,82,51,5,258.18
264,82,1,5,2486.58
265,82,30,4,26.9
266,82,96,1,650.43
267,82,29,1,65.69
268,83,48,1,53.88
269,83,36,5,68.07
270,84,77,5,569.85
271,84,53,5,118.37
272,84,88,5,945.76
273,84,38,1,113.99
274,85,80,3,959.3
275,85,25,2,111.24
276,85,56,2,100.13
277,86,75,1,145.64
278,86,46,3,237.16
279,87,90,4,196.41
280,87,47,2,271.47
281,87,46,2,237.16
282,87,85,1,25.57
283,87,14,3,2380.98
284,88,71,1,1438.68
285,88,94,4,787.27
286,88,52,5,273.5
287,89,92,4,722.69
288,89,85,3,25.57
289,89,60,2,192.04
290,89,25,4,111.24
291,89,59,1,280.66
292,90,1,1,2486.58
293,90,91,1,97.75
294,90,95,3,888.59
295,90,21,4,42.25
296,90,58,2,54.3
297,91,55,4,237.4
298,91,88,1,945.76
299,92,14,5,2380.98
300,92,9,3,173.29
301,92,50,2,128.37
302,92,11,1,906.52
303,92,76,4,584.43
304,93,95,5,888.59
305,93,41,3,163.07
306,93,33,3,109.57
307,94,92,2,722.69
308,94,76,3,584.43
309,94,79,3,1147.75
310,95,9,1,173.29
311,95,2,2,2263.18
312,95,25,5,111.24
313,95,5,2,2485.15
314,96,65,3,431.93
315,96,60,4,192.04
316,96,47,4,271.47
317,97,52,5,273.5
318,97,46,1,237.16
319,97,49,5,93.89
320,97,18,3,1205.84
321,98,30,1,26.9
322,99,53,4,118.37
323,99,52,3,273.5
324,99,74,3,1410.99
325,99,13,4,787.15
326,100,41,5,163.07
327,100,81,4,168.41
328,101,36,5,68.07
329,101,4,3,639.2
330,101,7,5,1562.54
331,102,23,4,29.97
332,102,27,3,22.89
333,102,52,4,273.5
334,103,76,3,584.43
335,103,9,5,173.29
336,103,20,4,1351.86
337,103,33,2,109.57
338,103,21,3,42.25
339,104,93,2,59.6
340,105,61,3,331.41
341,105,23,3,29.97
342,105,97,1,472.78
343,105,94,1,787.27
344,106,73,4,495.65
345,106,43,3,198.29
346,107,18,5,1205.84
347,108,71,2,1438.68
348,108,85,3,25.57
349,109,70,5,652.61
350,109,25,2,111.24
351,109,91,3,97.75
352,109,54,1,111.49
353,110,45,4,91.61
354,110,33,1,109.57
355,110,26,3,39.62
356,111,34,2,47.23
357,112,16,1,771.55
358,112,82,3,882.73
359,112,85,4,25.57
360,113,54,1,111.49
361,113,1,3,2486.58
362,113,84,1,995.5
363,114,88,3,945.76
364,114,84,4,995.5
365,114,19,3,2474.09
366,114,71,2,1438.68
367,115,42,5,101.51
368,115,74,3,1410.99
369,116,90,5,196.41
370,117,21,3,42.25
371,117,51,3,258.18
372,118,70,4,652.61
373,118,42,4,101.51
374,118,36,2,68.07
375,118,19,4,2474.09
376,118,51,2,258.18
377,119,82,1,882.73
378,119,1,1,2486.58
379,119,28,4,73.0
380,120,45,5,91.61
381,120,55,4,237.4
382,120,63,3,927.73
383,120,83,4,485.25
384,121,36,1,68.07
385,121,66,2,816.94
386,121,16,4,771.55
387,122,42,4,101.51
388,122,69,1,229.12
389,122,85,1,25.57
390,122,56,1,100.13
391,122,33,4,109.57
392,123,68,1,1428.32
393,124,74,4,1410.99
394,124,3,3,2001.8
395,124,51,5,258.18
396,124,46,5,237.16
397,125,13,2,787.15
398,125,42,3,101.51
399,126,88,1,945.76
400,126,28,1,73.0
401,127,39,4,25.85
402,127,5,4,2485.15
403,127,27,5,22.89
404,127,6,4,1762.94
405,128,27,3,22.89
406,128,52,1,273.5
407,128,17,3,1526.07
408,128,31,3,34.93
409,129,65,4,431.93
410,129,85,1,25.57
411,129,61,2,331.41
412,129,83,4,485.25
413,130,85,3,25.57
414,130,89,2,720.6
415,130,73,1,495.65
416,130,63,3,927.73
417,130,55,1,237.4
418,131,35,2,108.29
419,131,28,1,73.0
420,131,52,4,273.5
421,131,62,5,1057.61
422,132,78,4,51.16
423,133,97,4,472.78
424,134,80,5,959.3
425,134,67,4,1158.43
426,134,53,1,118.37
427,134,18,5,1205.84
428,134,40,2,104.88
429,135,73,3,495.65
430,135,61,4,331.41
431,135,24,1,91.53
432,136,54,1,111.49
433,136,24,4,91.53
434,136,82,4,882.73
435,136,2,5,2263.18
436,137,24,2,91.53
437,138,93,3,59.6
438,138,54,4,111.49
439,138,21,2,42.25
440,138,61,4,331.41
441,138,48,2,53.88
442,139,50,3,128.37
443,140,56,3,100.13
444,140,55,1,237.4
445,140,47,1,271.47
446,141,31,1,34.93
447,141,76,4,584.43
448,141,28,5,73.0
449,141,100,4,406.78
450,141,14,1,2380.98
451,142,76,5,584.43
452,142,33,1,109.57
453,142,5,3,2485.15
454,143,17,3,1526.07
455,143,77,5,569.85
456,143,53,2,118.37
457,143,16,5,771.55
458,143,81,3,168.41
459,144,38,1,113.99
460,144,26,1,39.62
461,144,8,1,2323.72
462,144,50,3,128.37
463,145,23,1,29.97
464,145,3,2,2001.8
465,145,84,5,995.5
466,145,15,4,1519.61
467,146,74,3,1410.99
468,146,73,3,495.65
469,146,62,5,1057.61
470,147,86,4,320.34
471,147,5,1,2485.15
472,147,12,5,164.08
473,147,15,5,1519.61
474,147,80,4,959.3
475,148,18,5,1205.84
476,148,58,5,54.3
477,148,63,2,927.73
478,149,84,5,995.5
479,149,74,2,1410.99
480,149,13,5,787.15
481,149,36,2,68.07
482,150,89,1,720.6
483,150,12,4,164.08
484,150,26,4,39.62
485,150,20,4,1351.86
486,150,85,4,25.57
487,151,32,2,34.13
488,151,21,4,42.25
489,151,93,1,59.6
490,151,36,4,68.07
491,151,7,2,1562.54
492,152,21,3,42.25
493,152,70,1,652.61
494,152,17,4,1526.07
495,153,50,4,128.37
496,153,22,4,106.15
497,153,5,5,2485.15
498,154,31,2,34.93
499,154,63,2,927.73
500,154,81,3,168.41
501,154,17,4,1526.07
502,154,68,2,1428.32
503,155,21,4,42.25
504,155,20,5,1351.86
505,156,98,4,644.19
506,156,88,4,945.76
507,157,40,4,104.88
508,157,80,1,959.3
509,157,90,1,196.41
510,157,49,2,93.89
511,158,12,5,164.08
512,159,52,3,273.5
513,159,69,4,229.12
514,159,51,1,258.18
515,159,94,2,787.27
516,159,46,3,237.16
517,160,69,5,229.12
518,160,66,4,816.94
519,160,15,3,1519.61
520,160,95,2,888.59
521,161,87,4,284.16
522,161,84,5,995.5
523,162,46,2,237.16
524,162,67,1,1158.43
525,162,13,1,787.15
526,162,43,5,198.29
527,162,2,2,2263.18
528,163,34,3,47.23
529,163,54,2,111.49
530,163,27,1,22.89
531,163,35,3,108.29
532,164,72,5,961.53
533,165,59,1,280.66
534,166,76,5,584.43
535,166,56,4,100.13
536,166,39,5,25.85
537,166,93,1,59.6
538,166,98,2,644.19
539,167,8,5,2323.72
540,167,74,5,1410.99
541,167,37,3,49.66
542,168,35,1,108.29
543,169,37,1,49.66
544,170,23,4,29.97
545,171,21,5,42.25
546,171,69,5,229.12
547,172,89,2,720.6
548,172,41,2,163.07
549,172,5,4,2485.15
550,172,84,2,995.5
551,173,2,2,2263.18
552,173,85,2,25.57
553,174,69,4,229.12
554,174,27,3,22.89
555,174,5,2,2485.15
556,174,98,2,644.19
557,175,66,1,816.94
558,175,39,2,25.85
559,175,88,2,945.76
560,175,56,5,100.13
561,176,96,3,650.43
562,176,36,4,68.07
563,176,30,4,26.9
564,177,33,2,109.57
565,178,80,3,959.3
566,178,77,5,569.85
567,178,62,2,1057.61
568,178,61,1,331.41
569,178,25,1,111.24
570,179,30,1,26.9
571,179,89,2,720.6
572,179,69,1,229.12
573,179,32,2,34.13
574,179,21,4,42.25
575,180,69,2,229.12
576,180,74,1,1410.99
577,180,80,4,959.3
578,181,54,4,111.49
579,182,57,5,229.98
580,183,82,4,882.73
581,183,7,1,1562.54
582,183,97,4,472.78
583,184,29,2,65.69
584,184,30,5,26.9
585,184,10,3,335.45
586,184,96,5,650.43
587,185,37,2,49.66
588,185,43,3,198.29
589,185,67,2,1158.43
590,185,14,2,2380.98
591,185,50,1,128.37
592,186,34,1,47.23
593,187,26,2,39.62
594,187,11,2,906.52
595,187,44,2,285.9
596,188,58,1,54.3
597,188,43,3,198.29
598,188,14,2,2380.98
599,189,55,3,237.4
600,189,91,1,97.75
601,189,10,3,335.45
602,189,5,4,2485.15
603,189,60,1,192.04
604,190,35,5,108.29
605,190,29,2,65.69
606,190,86,1,320.34
607,191,60,3,192.04
608,191,94,4,787.27
609,191,66,4,816.94
610,191,80,1,959.3
611,192,53,1,118.37
612,192,46,4,237.16
613,192,59,3,280.66
614,193,20,2,1351.86
615,193,42,5,101.51
616,193,41,5,163.07
617,193,54,2,111.49
618,193,27,5,22.89
619,194,98,4,644.19
620,195,67,2,1158.43
621,195,85,5,25.57
622,196,93,2,59.6
623,196,4,4,639.2
624,196,75,1,145.64
625,196,43,1,198.29
626,197,80,5,959.3
627,197,44,5,285.9
628,198,46,5,237.16
629,198,57,4,229.98
630,198,90,2,196.41
631,199,4,1,639.2
632,200,16,1,771.55
633,200,65,5,431.93
634,201,80,3,959.3
635,201,49,1,93.89
636,201,66,5,816.94
637,202,38,2,113.99
638,202,47,1,271.47
639,203,41,2,163.07
640,203,100,3,406.78
641,203,60,4,192.04
642,204,84,3,995.5
643,204,19,1,2474.09
644,204,42,4,101.51
645,204,76,4,584.43
646,205,5,1,2485.15
647,205,56,1,100.13
648,205,89,2,720.6
649,205,55,5,237.4
650,206,31,4,34.93
651,206,57,1,229.98
652,206,93,2,59.6
653,206,82,4,882.73
654,206,5,3,2485.15
655,207,79,2,1147.75
656,208,98,2,644.19
657,208,5,5,2485.15
658,209,43,5,198.29
659,209,14,2,2380.98
660,209,22,3,106.15
661,210,15,5,1519.61
662,210,72,4,961.53
663,210,7,3,1562.54
664,210,56,4,100.13
665,211,29,4,65.69
666,211,84,3,995.5
667,211,13,3,787.15
668,212,72,5,961.53
669,212,30,5,26.9
670,212,4,5,639.2
671,212,7,2,1562.54
672,212,19,1,2474.09
673,213,94,3,787.27
674,213,84,2,995.5
675,213,67,1,1158.43
676,213,64,2,1449.02
677,214,23,3,29.97
678,214,64,1,1449.02
679,215,51,4,258.18
680,216,59,3,280.66
681,216,69,1,229.12
682,216,90,3,196.41
683,217,12,5,164.08
684,217,93,2,59.6
685,217,17,4,1526.07
686,217,91,4,97.75
687,218,95,5,888.59
688,218,56,3,100.13
689,218,10,1,335.45
690,218,84,3,995.5
691,218,54,2,111.49
692,219,65,5,431.93
693,219,38,5,113.99
694,219,79,4,1147.75
695,219,91,4,97.75
696,219,72,1,961.53
697,220,86,5,320.34
698,220,62,1,1057.61
699,220,4,5,639.2
700,221,43,2,198.29
701,221,32,4,34.13
702,221,58,1,54.3
703,221,84,1,995.5
704,222,5,5,2485.15
705,223,27,5,22.89
706,223,81,1,168.41
707,223,77,2,569.85
708,223,85,2,25.57
709,224,66,2,816.94
710,224,5,3,2485.15
711,225,32,2,34.13
712,225,44,3,285.9
713,225,75,3,145.64
714,225,78,1,51.16
715,226,82,1,882.73
716,226,91,4,97.75
717,226,65,5,431.93
718,227,13,1,787.15
719,227,79,1,1147.75
720,227,35,1,108.29
721,228,63,3,927.73
722,228,46,2,237.16
723,228,33,4,109.57
724,228,49,5,93.89
725,229,98,2,644.19
726,230,60,4,192.04
727,230,89,2,720.6
728,230,46,2,237.16
729,230,19,4,2474.09
730,231,15,5,1519.61
731,231,39,4,25.85
732,231,71,5,1438.68
733,231,85,5,25.57
734,231,60,3,192.04
735,232,3,4,2001.8
736,232,50,1,128.37
737,232,73,4,495.65
738,232,24,5,91.53
739,232,68,3,1428.32
740,233,13,2,787.15
741,233,85,3,25.57
742,234,44,5,285.9
743,234,57,4,229.98
744,234,42,3,101.51
745,234,35,5,108.29
746,235,10,4,335.45
747,235,3,3,2001.8
748,235,96,1,650.43
749,236,97,3,472.78
750,236,21,5,42.25
751,237,5,1,2485.15
752,237,58,4,54.3
753,237,80,1,959.3
754,237,82,4,882.73
755,238,91,4,97.75
756,238,25,1,111.24
757,239,51,1,258.18
758,240,27,5,22.89
759,240,71,4,1438.68
760,240,5,4,2485.15
761,240,36,5,68.07
762,241,76,5,584.43
763,241,65,3,431.93
764,241,86,3,320.34
765,241,12,3,164.08
766,242,2,2,2263.18
767,242,33,3,109.57
768,242,43,4,198.29
769,242,97,5,472.78
770,242,14,2,2380.98
771,243,22,2,106.15
772,243,14,2,2380.98
773,243,77,4,569.85
774,244,62,1,1057.61
775,245,74,5,1410.99
776,245,69,1,229.12
777,245,65,5,431.93
778,245,49,2,93.89
779,246,51,5,258.18
780,246,79,3,1147.75
781,246,66,2,816.94
782,246,69,2,229.12
783,246,42,1,101.51
784,247,66,1,816.94
785,247,6,2,1762.94
786,247,91,5,97.75
787,247,68,1,1428.32
788,247,2,2,2263.18
789,248,44,4,285.9
790,249,2,5,2263.18
791,249,39,3,25.85
792,249,69,2,229.12
793,250,80,2,959.3
794,250,49,5,93.89
795,250,48,2,53.88
796,251,87,4,284.16
797,251,77,3,569.85
798,251,1,1,2486.58
799,252,39,2,25.85
800,252,69,3,229.12
801,253,77,4,569.85
802,253,28,1,73.0
803,254,47,4,271.47
804,254,73,4,495.65
805,254,76,3,584.43
806,254,44,2,285.9
807,254,27,4,22.89
808,255,60,4,192.04
809,255,87,5,284.16
810,256,79,4,1147.75
811,257,68,2,1428.32
812,257,9,2,173.29
813,257,30,1,26.9
814,258,35,2,108.29
815,258,63,5,927.73
816,258,89,4,720.6
817,258,94,3,787.27
818,258,29,4,65.69
819,259,66,4,816.94
820,259,22,2,106.15
821,260,91,3,97.75
822,261,66,5,816.94
823,262,73,4,495.65
824,262,77,2,569.85
825,262,44,5,285.9
826,263,40,5,104.88
827,263,44,2,285.9
828,263,43,1,198.29
829,264,7,3,1562.54
830,264,66,3,816.94
831,265,100,1,406.78
832,265,70,4,652.61
833,265,8,5,2323.72
834,265,31,2,34.93
835,265,96,4,650.43
836,266,85,3,25.57
837,267,40,5,104.88
838,267,61,3,331.41
839,267,45,4,91.61
840,267,73,1,495.65
841,268,83,4,485.25
842,269,87,4,284.16
843,269,5,2,2485.15
844,269,8,2,2323.72
845,269,55,4,237.4
846,270,84,3,995.5
847,270,76,2,584.43
848,270,44,2,285.9
849,271,81,3,168.41
850,271,31,2,34.93
851,271,47,2,271.47
852,271,5,4,2485.15
853,272,64,2,1449.02
854,272,14,5,2380.98
855,273,92,1,722.69
856,273,1,5,2486.58
857,273,66,2,816.94
858,274,23,5,29.97
859,274,39,5,25.85
860,274,14,2,2380.98
861,275,89,1,720.6
862,275,61,2,331.41
863,275,52,2,273.5
864,275,15,1,1519.61
865,275,99,5,605.89
866,276,16,1,771.55
867,276,88,1,945.76
868,276,5,4,2485.15
869,276,75,1,145.64
870,277,29,4,65.69
871,277,76,1,584.43
872,277,73,4,495.65
873,277,61,2,331.41
874,277,62,4,1057.61
875,278,72,3,961.53
876,278,43,5,198.29
877,278,58,4,54.3
878,279,77,3,569.85
879,279,80,2,959.3
880,279,19,2,2474.09
881,279,45,3,91.61
882,280,84,5,995.5
883,280,100,3,406.78
884,281,98,5,644.19
885,281,43,5,198.29
886,281,36,2,68.07
887,281,94,5,787.27
888,282,14,4,2380.98
889,283,7,3,1562.54
890,283,41,1,163.07
891,283,70,4,652.61
892,284,39,2,25.85
893,284,40,1,104.88
894,285,27,5,22.89
895,285,63,3,927.73
896,286,15,2,1519.61
897,286,86,3,320.34
898,287,17,1,1526.07
899,287,50,3,128.37
900,287,95,5,888.59
901,288,25,4,111.24
902,288,21,2,42.25
903,289,5,4,2485.15
904,290,8,4,2323.72
905,290,13,2,787.15
906,290,45,3,91.61
907,290,41,5,163.07
908,290,28,5,73.0
909,291,53,5,118.37
910,291,27,2,22.89
911,291,33,1,109.57
912,291,52,2,273.5
913,291,41,1,163.07
914,292,65,3,431.93
915,292,77,3,569.85
916,292,44,1,285.9
917,292,57,5,229.98
918,293,2,2,2263.18
919,293,19,2,2474.09
920,293,78,2,51.16
921,293,13,3,787.15
922,293,98,5,644.19
923,294,14,4,2380.98
924,294,40,4,104.88
925,294,18,2,1205.84
926,294,83,4,485.25
927,294,21,1,42.25
928,295,2,2,2263.18
929,295,93,4,59.6
930,295,18,1,1205.84
931,295,62,5,1057.61
932,296,76,5,584.43
933,296,69,2,229.12
934,296,52,4,273.5
935,297,58,2,54.3
936,297,25,5,111.24
937,298,96,1,650.43
938,298,15,4,1519.61
939,298,49,4,93.89
940,299,65,2,431.93
941,300,68,2,1428.32
942,300,45,5,91.61
943,300,22,4,106.15
944,300,31,3,34.93
945,301,84,2,995.5
946,301,98,5,644.19
947,301,17,4,1526.07
948,302,33,3,109.57
949,303,91,3,97.75
950,303,83,4,485.25
951,303,1,2,2486.58
952,303,52,5,273.5
953,303,40,1,104.88
954,304,37,5,49.66
955,304,18,4,1205.84
956,305,72,2,961.53
957,306,50,4,128.37
958,306,54,2,111.49
959,306,65,5,431.93
960,307,54,2,111.49
961,307,70,4,652.61
962,307,36,5,68.07
963,307,65,5,431.93
964,308,32,3,34.13
965,308,14,3,2380.98
966,308,80,3,959.3
967,309,81,4,168.41
968,309,72,5,961.53
969,310,42,2,101.51
970,310,27,1,22.89
971,310,51,2,258.18
972,310,28,3,73.0
973,310,48,4,53.88
974,311,39,2,25.85
975,311,13,1,787.15
976,311,83,5,485.25
977,311,58,3,54.3
978,311,45,5,91.61
979,312,16,4,771.55
980,312,69,2,229.12
981,313,70,4,652.61
982,313,69,5,229.12
983,313,57,2,229.98
984,314,21,4,42.25
985,314,89,5,720.6
986,314,40,4,104.88
987,314,56,4,100.13
988,314,46,3,237.16
989,315,29,1,65.69
990,315,49,3,93.89
991,315,40,1,104.88
992,315,79,4,1147.75
993,316,61,5,331.41
994,317,55,2,237.4
995,317,84,5,995.5
996,317,31,3,34.93
997,318,17,2,1526.07
998,319,83,4,485.25
999,319,3,1,2001.8
1000,319,20,5,1351.86
1001,319,76,1,584.43
1002,320,64,4,1449.02
1003,321,79,4,1147.75
1004,322,45,3,91.61
1005,323,67,4,1158.43
1006,323,38,1,113.99
1007,323,47,4,271.47
1008,323,97,3,472.78
1009,324,57,1,229.98
1010,324,25,4,111.24
1011,324,20,4,1351.86
1012,324,44,4,285.9
1013,324,40,4,104.88
1014,325,91,4,97.75
1015,325,81,3,168.41
1016,326,25,5,111.24
1017,326,66,2,816.94
1018,327,1,3,2486.58
1019,327,65,4,431.93
1020,327,38,1,113.99
1021,328,35,4,108.29
1022,329,8,4,2323.72
1023,329,27,3,22.89
1024,329,51,4,258.18
1025,329,96,4,650.43
1026,329,57,4,229.98
1027,330,17,5,1526.07
1028,330,15,4,1519.61
1029,330,13,5,787.15
1030,331,43,5,198.29
1031,331,79,4,1147.75
1032,331,77,3,569.85
1033,331,82,5,882.73
1034,332,9,3,173.29
1035,332,37,1,49.66
1036,332,29,4,65.69
1037,333,76,3,584.43
1038,333,49,2,93.89
1039,333,69,5,229.12
1040,333,85,5,25.57
1041,333,80,5,959.3
1042,334,78,4,51.16
1043,334,42,5,101.51
1044,334,12,4,164.08
1045,334,43,2,198.29
1046,335,100,4,406.78
1047,335,69,5,229.12
1048,336,5,4,2485.15
1049,336,92,4,722.69
1050,337,26,2,39.62
1051,337,78,5,51.16
1052,338,84,1,995.5
1053,338,26,2,39.62
1054,338,6,4,1762.94
1055,338,49,1,93.89
1056,339,14,1,2380.98
1057,339,78,5,51.16
1058,339,26,4,39.62
1059,339,51,3,258.18
1060,340,94,3,787.27
1061,341,11,4,906.52
1062,341,39,5,25.85
1063,341,91,4,97.75
1064,341,22,3,106.15
1065,342,44,2,285.9
1066,342,27,5,22.89
1067,342,67,3,1158.43
1068,342,64,5,1449.02
1069,343,46,1,237.16
1070,343,39,5,25.85
1071,343,13,2,787.15
1072,343,90,3,196.41
1073,344,67,4,1158.43
1074,344,16,3,771.55
1075,344,19,2,2474.09
1076,345,32,3,34.13
1077,345,59,4,280.66
1078,345,50,2,128.37
1079,345,36,1,68.07
1080,346,87,5,284.16
1081,346,2,5,2263.18
1082,347,82,1,882.73
1083,347,28,1,73.0
1084,347,73,3,495.65
1085,348,92,4,722.69
1086,348,100,3,406.78
1087,349,41,2,163.07
1088,349,25,4,111.24
1089,349,15,4,1519.61
1090,350,53,2,118.37
1091,351,30,2,26.9
1092,351,26,1,39.62
1093,351,40,4,104.88
1094,351,8,5,2323.72
1095,351,22,1,106.15
1096,352,27,2,22.89
1097,352,37,5,49.66
1098,352,57,3,229.98
1099,353,61,2,331.41
1100,353,47,2,271.47
1101,353,35,3,108.29
1102,353,58,3,54.3
1103,353,71,2,1438.68
1104,354,7,3,1562.54
1105,354,73,5,495.65
1106,355,30,2,26.9
1107,355,60,2,192.04
1108,355,48,1,53.88
1109,355,86,4,320.34
1110,356,5,1,2485.15
1111,356,19,2,2474.09
1112,356,60,2,192.04
1113,356,4,4,639.2
1114,357,31,1,34.93
1115,357,75,4,145.64
1116,357,77,1,569.85
1117,358,33,4,109.57
1118,358,18,2,1205.84
1119,358,10,1,335.45
1120,358,8,2,2323.72
1121,359,2,4,2263.18
1122,359,1,3,2486.58
1123,359,99,5,605.89
1124,359,36,3,68.07
1125,359,50,3,128.37
1126,360,40,4,104.88
1127,360,43,4,198.29
1128,360,70,3,652.61
1129,361,61,4,331.41
1130,361,91,1,97.75
1131,361,25,4,111.24
1132,362,9,3,173.29
1133,362,70,4,652.61
